dl n=6 format = edgelist1
labels embedded
data:
		
339	322	1
339	325	449
339	332	48
339	334	29
339	335	1228
339	339	7075
334	322	653
334	325	2886
334	332	2800
334	334	156082
334	335	4729
334	339	2083
332	322	3353
332	325	7327
332	332	26122
332	334	18640
332	335	10095
332	339	3713
335	322	365
335	325	859
335	332	2145
335	334	9165
335	335	11935
335	339	768
325	322	9025
325	325	109744
325	332	6898
325	334	9842
325	335	3572
325	339	5399
322	322	40674
322	325	5836
322	332	1726
322	334	2912
322	335	1462
322	339	2371
