dl n=6 format = edgelist1
labels embedded
data:
		
332	325	12099
332	326	7912
332	332	44295
332	333	36868
332	335	9776
332	3361MV	41566
335	325	1258
335	326	1404
335	332	2829
335	333	17604
335	335	10450
335	3361MV	5572
3361MV	325	1816
3361MV	326	591
3361MV	332	1487
3361MV	333	22006
3361MV	335	503
3361MV	3361MV	175850
333	325	4403
333	326	1864
333	332	4770
333	333	45728
333	335	2835
333	3361MV	25636
326	325	15511
326	326	21896
326	332	3060
326	333	10882
326	335	2138
326	3361MV	23898
325	325	290571
325	326	69045
325	332	8753
325	333	5541
325	335	3284
325	3361MV	7551
