dl n=8 format = edgelist1
labels embedded
data:
		
3364OT	326	NA
3364OT	333	898
3364OT	334	NA
3364OT	335	NA
3364OT	3364OT	34813
3364OT	513	2
3364OT	521CI	NA
3364OT	524	0
326	326	15393
326	333	6703
326	334	6088
326	335	2467
326	3364OT	4266
326	513	2968
326	521CI	160
326	524	462
334	326	1871
334	333	5779
334	334	110730
334	335	3714
334	3364OT	11990
334	513	11350
334	521CI	464
334	524	107
335	326	1021
335	333	9191
335	334	6592
335	335	9174
335	3364OT	2350
335	513	2598
335	521CI	128
335	524	44
513	326	838
513	333	1019
513	334	1933
513	335	235
513	3364OT	361
513	513	116160
513	521CI	7123
513	524	1476
333	326	1532
333	333	25906
333	334	1133
333	335	2294
333	3364OT	4064
333	513	641
333	521CI	14
333	524	457
524	326	367
524	333	757
524	334	2153
524	335	588
524	3364OT	356
524	513	477
524	521CI	4932
524	524	134592
521CI	326	1939
521CI	333	1036
521CI	334	1089
521CI	335	339
521CI	3364OT	330
521CI	513	2496
521CI	521CI	54450
521CI	524	4752
