dl n=6 format = edgelist1
labels embedded
data:
		
42	326	1584
42	332	948
42	333	1619
42	334	6104
42	3364OT	28
42	42	15433
332	326	6248
332	332	27576
332	333	21750
332	334	17215
332	3364OT	10385
332	42	1103
3364OT	326	NA
3364OT	332	18
3364OT	333	132
3364OT	334	NA
3364OT	3364OT	44992
3364OT	42	26
326	326	14798
326	332	2459
326	333	7537
326	334	7255
326	3364OT	4469
326	42	5069
334	326	1479
334	332	2795
334	333	6803
334	334	144205
334	3364OT	16177
334	42	2754
333	326	1465
333	332	4248
333	333	31295
333	334	1276
333	3364OT	4209
333	42	893
