dl n=5 format = edgelist1
labels embedded
data:
		
324	212	832
324	324	8258
324	325	2338
324	332	551
324	482	1893
325	212	591
325	324	3309
325	325	29361
325	332	1648
325	482	110
212	212	3388
212	324	259
212	325	2112
212	332	71
212	482	28
332	212	891
332	324	728
332	325	2211
332	332	8237
332	482	430
482	212	509
482	324	200
482	325	1097
482	332	446
482	482	79
