dl n=6 format = edgelist1
labels embedded
data:
		
326	313TT	1060
326	321	941
326	326	15544
326	327	1463
326	337	4845
326	339	5696
327	313TT	760
327	321	875
327	326	1555
327	327	15927
327	337	513
327	339	1016
339	313TT	255
339	321	21
339	326	191
339	327	323
339	337	2
339	339	7678
321	313TT	130
321	321	24660
321	326	2134
321	327	422
321	337	8564
321	339	1392
337	313TT	NA
337	321	502
337	326	374
337	327	0
337	337	3419
337	339	325
313TT	313TT	16056
313TT	321	747
313TT	326	2201
313TT	327	262
313TT	337	3365
313TT	339	2705
