dl n=6 format = edgelist1
labels embedded
data:
		
339	313TT	56
339	325	105
339	327	65
339	333	146
339	339	3124
339	483	59
483	313TT	66
483	325	360
483	327	139
483	333	63
483	339	44
483	483	14
313TT	313TT	13772
313TT	325	164
313TT	327	129
313TT	333	130
313TT	339	1090
313TT	483	59
333	313TT	357
333	325	1229
333	327	291
333	333	7707
333	339	155
333	483	138
325	313TT	8810
325	325	40134
325	327	2187
325	333	1024
325	339	1527
325	483	26
327	313TT	114
327	325	908
327	327	5425
327	333	605
327	339	322
327	483	6
