dl n=6 format = edgelist1
labels embedded
data:
		
721	213	141
721	311FT	661
721	486	17
721	523	2007
721	524	1067
721	721	282
311FT	213	NA
311FT	311FT	149357
311FT	486	NA
311FT	523	NA
311FT	524	NA
311FT	721	4328
213	213	1035
213	311FT	NA
213	486	NA
213	523	NA
213	524	NA
213	721	NA
486	213	NA
486	311FT	NA
486	486	NA
486	523	NA
486	524	NA
486	721	NA
524	213	1279
524	311FT	1525
524	486	159
524	523	8101
524	524	168878
524	721	816
523	213	3346
523	311FT	471
523	486	130
523	523	52515
523	524	3467
523	721	3162
