dl n=10 format = edgelist1
labels embedded
data:
		
3364OT	325	NA
3364OT	326	NA
3364OT	333	804
3364OT	334	NA
3364OT	335	NA
3364OT	3364OT	31672
3364OT	513	2
3364OT	521CI	NA
3364OT	524	0
3364OT	532RL	0
326	325	11300
326	326	15948
326	333	6892
326	334	5210
326	335	2302
326	3364OT	3441
326	513	3548
326	521CI	200
326	524	471
326	532RL	1036
513	325	1333
513	326	797
513	333	1041
513	334	1810
513	335	251
513	3364OT	347
513	513	99112
513	521CI	8417
513	524	1406
513	532RL	1673
333	325	2163
333	326	1585
333	333	29445
333	334	1031
333	335	2200
333	3364OT	4316
333	513	942
333	521CI	16
333	524	91
333	532RL	626
524	325	1258
524	326	359
524	333	646
524	334	1166
524	335	530
524	3364OT	401
524	513	416
524	521CI	6358
524	524	159633
524	532RL	3499
521CI	325	1444
521CI	326	1595
521CI	333	974
521CI	334	967
521CI	335	359
521CI	3364OT	302
521CI	513	2106
521CI	521CI	67961
521CI	524	5348
521CI	532RL	17488
334	325	4300
334	326	2290
334	333	6898
334	334	100646
334	335	4146
334	3364OT	9353
334	513	14413
334	521CI	748
334	524	92
334	532RL	276
335	325	784
335	326	1089
335	333	9958
335	334	6008
335	335	9578
335	3364OT	1608
335	513	2802
335	521CI	172
335	524	34
335	532RL	148
532RL	325	5074
532RL	326	1379
532RL	333	1968
532RL	334	4045
532RL	335	704
532RL	3364OT	921
532RL	513	9986
532RL	521CI	4642
532RL	524	2810
532RL	532RL	5244
325	325	161982
325	326	49671
325	333	3657
325	334	7277
325	335	3152
325	3364OT	1493
325	513	539
325	521CI	104
325	524	69
325	532RL	358
