dl n=6 format = edgelist1
labels embedded
data:
		
486	211	661
486	322	19
486	324	15195
486	3361MV	7
486	3364OT	4
486	486	298
3364OT	211	NA
3364OT	322	NA
3364OT	324	NA
3364OT	3361MV	72
3364OT	3364OT	16222
3364OT	486	NA
211	211	4723
211	322	NA
211	324	108542
211	3361MV	NA
211	3364OT	NA
211	486	1490
324	211	999
324	322	2138
324	324	17618
324	3361MV	991
324	3364OT	577
324	486	399
3361MV	211	181
3361MV	322	30
3361MV	324	46
3361MV	3361MV	54945
3361MV	3364OT	1804
3361MV	486	325
322	211	25
322	322	20335
322	324	350
322	3361MV	510
322	3364OT	60
322	486	33
