dl n=6 format = edgelist1
labels embedded
data:
		
42	326	8557
42	332	8824
42	333	12673
42	334	19524
42	3364OT	4701
42	42	16227
332	326	3010
332	332	18252
332	333	16596
332	334	11816
332	3364OT	6503
332	42	1088
3364OT	326	NA
3364OT	332	3
3364OT	333	44
3364OT	334	NA
3364OT	3364OT	25662
3364OT	42	34
326	326	9573
326	332	2209
326	333	5065
326	334	5041
326	3364OT	2687
326	42	3406
334	326	623
334	332	1174
334	333	3356
334	334	88568
334	3364OT	10699
334	42	3667
333	326	1384
333	332	2309
333	333	17883
333	334	1027
333	3364OT	2649
333	42	1407
