dl n=6 format = edgelist1
labels embedded
data:
		
721	213	22
721	311FT	662
721	42	762
721	523	1872
721	524	663
721	721	233
311FT	213	NA
311FT	311FT	112018
311FT	42	1064
311FT	523	NA
311FT	524	NA
311FT	721	3223
42	213	NA
42	311FT	4688
42	42	18473
42	523	108
42	524	115
42	721	0
213	213	169
213	311FT	NA
213	42	NA
213	523	NA
213	524	NA
213	721	NA
524	213	91
524	311FT	980
524	42	5396
524	523	5060
524	524	100397
524	721	455
523	213	1681
523	311FT	404
523	42	1467
523	523	39391
523	524	1614
523	721	4459
