dl n=5 format = edgelist1
labels embedded
data:
		
325	311FT	2852
325	315AL	1142
325	325	45911
325	326	16969
325	339	1671
311FT	311FT	54223
311FT	315AL	754
311FT	325	1282
311FT	326	11
311FT	339	131
315AL	311FT	15
315AL	315AL	10812
315AL	325	12
315AL	326	18
315AL	339	160
339	311FT	46
339	315AL	592
339	325	128
339	326	96
339	339	2722
326	311FT	4423
326	315AL	564
326	325	4629
326	326	3316
326	339	1382
