dl n=7 format = edgelist1
labels embedded
data:
		
313TT	212	3
313TT	313TT	8677
313TT	324	147
313TT	326	3055
313TT	42	3068
313TT	523	NA
313TT	532RL	262
523	212	1664
523	313TT	15
523	324	125
523	326	114
523	42	2481
523	523	64532
523	532RL	1140
42	212	114
42	313TT	241
42	324	168
42	326	1771
42	42	44649
42	523	35
42	532RL	7305
532RL	212	1738
532RL	313TT	121
532RL	324	2159
532RL	326	955
532RL	42	36426
532RL	523	8291
532RL	532RL	7337
326	212	1407
326	313TT	419
326	324	728
326	326	21002
326	42	15887
326	523	153
326	532RL	2165
324	212	5191
324	313TT	104
324	324	24352
324	326	1123
324	42	7286
324	523	5150
324	532RL	2959
212	212	6917
212	313TT	57
212	324	4106
212	326	106
212	42	25
212	523	NA
212	532RL	NA
