dl n=5 format = edgelist1
labels embedded
data:
		
22	211	938
22	22	17953
22	42	5437
22	486	2188
22	521CI	1001
211	211	10382
211	22	37861
211	42	16
211	486	113
211	521CI	NA
521CI	211	536
521CI	22	6618
521CI	42	8675
521CI	486	175
521CI	521CI	43141
486	211	392
486	22	NA
486	42	NA
486	486	NA
486	521CI	NA
42	211	135
42	22	880
42	42	18473
42	486	37
42	521CI	52
