dl n=6 format = edgelist1
labels embedded
data:
		
324	211	1187
324	212	1654
324	324	21023
324	42	2925
324	5412OP	1242
324	5415	237
211	211	4291
211	212	NA
211	324	122948
211	42	NA
211	5412OP	NA
211	5415	NA
42	211	662
42	212	1076
42	324	5886
42	42	5425
42	5412OP	667
42	5415	143
212	211	1
212	212	4696
212	324	433
212	42	15
212	5412OP	1
212	5415	0
5412OP	211	1922
5412OP	212	280
5412OP	324	878
5412OP	42	6687
5412OP	5412OP	5130
5412OP	5415	311
5415	211	77
5415	212	37
5415	324	72
5415	42	371
5415	5412OP	1507
5415	5415	710
