dl n=6 format = edgelist1
labels embedded
data:
		
332	325	11549
332	326	8347
332	332	43047
332	333	32629
332	335	10716
332	3361MV	40935
335	325	1002
335	326	1373
335	332	3160
335	333	13089
335	335	11223
335	3361MV	6387
3361MV	325	1500
3361MV	326	539
3361MV	332	1391
3361MV	333	14921
3361MV	335	463
3361MV	3361MV	171950
333	325	3191
333	326	1575
333	332	3793
333	333	38902
333	335	1894
333	3361MV	23822
326	325	15299
326	326	18914
326	332	2756
326	333	8335
326	335	2389
326	3361MV	25223
325	325	254775
325	326	65581
325	332	8821
325	333	4602
325	335	3715
325	3361MV	7453
