dl n=8 format = edgelist1
labels embedded
data:
		
332	313TT	820
332	315AL	267
332	326	4124
332	332	20881
332	334	13840
332	335	5949
332	3361MV	21574
332	339	2908
339	313TT	128
339	315AL	602
339	326	158
339	332	72
339	334	92
339	335	600
339	3361MV	967
339	339	5550
315AL	313TT	716
315AL	315AL	12231
315AL	326	8
315AL	332	15
315AL	334	3
315AL	335	NA
315AL	3361MV	1339
315AL	339	197
313TT	313TT	19636
313TT	315AL	19405
313TT	326	2122
313TT	332	1
313TT	334	12
313TT	335	5
313TT	3361MV	4723
313TT	339	2613
334	313TT	702
334	315AL	83
334	326	922
334	332	1624
334	334	107446
334	335	3341
334	3361MV	10833
334	339	1834
335	313TT	90
335	315AL	107
335	326	704
335	332	1454
335	334	6926
335	335	8439
335	3361MV	3587
335	339	649
3361MV	313TT	134
3361MV	315AL	11
3361MV	326	226
3361MV	332	903
3361MV	334	1406
3361MV	335	499
3361MV	3361MV	112881
3361MV	339	272
326	313TT	779
326	315AL	476
326	326	11219
326	332	2239
326	334	5735
326	335	2457
326	3361MV	15843
326	339	3998
