dl n=7 format = edgelist1
labels embedded
data:
		
521CI	321	552
521CI	325	2231
521CI	327	649
521CI	332	1183
521CI	333	1346
521CI	521CI	22111
521CI	523	779
325	321	874
325	325	75865
325	327	3161
325	332	3223
325	333	1149
325	521CI	35
325	523	1
327	321	650
327	325	1167
327	327	7645
327	332	975
327	333	912
327	521CI	41
327	523	17
333	321	259
333	325	1796
333	327	324
333	332	1830
333	333	11771
333	521CI	514
333	523	26
332	321	1979
332	325	4605
332	327	589
332	332	14206
332	333	12873
332	521CI	89
332	523	9
523	321	17
523	325	136
523	327	10
523	332	34
523	333	42
523	521CI	8821
523	523	8652
321	321	10338
321	325	114
321	327	450
321	332	393
321	333	400
321	521CI	33
321	523	5
