dl n=6 format = edgelist1
labels embedded
data:
		
486	211	948
486	322	16
486	324	14842
486	333	6
486	3361MV	8
486	486	231
333	211	601
333	322	378
333	324	45
333	333	8761
333	3361MV	5282
333	486	478
211	211	6651
211	322	NA
211	324	103927
211	333	NA
211	3361MV	NA
211	486	1609
324	211	733
324	322	1663
324	324	11801
324	333	617
324	3361MV	940
324	486	355
3361MV	211	122
3361MV	322	29
3361MV	324	32
3361MV	333	3153
3361MV	3361MV	63191
3361MV	486	244
322	211	18
322	322	21985
322	324	206
322	333	562
322	3361MV	575
322	486	32
