dl n=6 format = edgelist1
labels embedded
data:
		
324	211	1002
324	212	1644
324	324	13936
324	325	3314
324	42	1945
324	5412OP	1043
211	211	7334
211	212	NA
211	324	112777
211	325	2516
211	42	NA
211	5412OP	NA
42	211	867
42	212	1243
42	324	6032
42	325	10678
42	42	5563
42	5412OP	870
212	211	2
212	212	5781
212	324	417
212	325	3136
212	42	16
212	5412OP	1
5412OP	211	2367
5412OP	212	467
5412OP	324	815
5412OP	325	7543
5412OP	42	7690
5412OP	5412OP	8486
325	211	1019
325	212	776
325	324	2136
325	325	45911
325	42	446
325	5412OP	591
