dl n=6 format = edgelist1
labels embedded
data:
		
325	325	274444
325	333	4998
325	339	7390
325	511	730
325	5412OP	18511
325	711AS	334
339	325	696
339	333	3127
339	339	8211
339	511	6
339	5412OP	3123
339	711AS	100
333	325	9266
333	333	45324
333	339	1489
333	511	124
333	5412OP	3628
333	711AS	45
511	325	43
511	333	34
511	339	27
511	511	12217
511	5412OP	4338
511	711AS	31
711AS	325	52
711AS	333	74
711AS	339	37
711AS	511	190
711AS	5412OP	5773
711AS	711AS	19636
5412OP	325	13889
5412OP	333	6538
5412OP	339	5632
5412OP	511	13887
5412OP	5412OP	135713
5412OP	711AS	5057
