dl n=5 format = edgelist1
labels embedded
data:
		
325	211	819
325	324	2748
325	325	40300
325	333	863
325	334	2119
211	211	4723
211	324	108542
211	325	1692
211	333	NA
211	334	NA
324	211	999
324	324	17618
324	325	3311
324	333	641
324	334	744
333	211	652
333	324	47
333	325	845
333	333	5708
333	334	461
334	211	22
334	324	32
334	325	1472
334	333	802
334	334	39560
