dl n=7 format = edgelist1
labels embedded
data:
		
523	321	20
523	325	67
523	327	11
523	332	34
523	333	43
523	521CI	9007
523	523	7175
521CI	321	481
521CI	325	1828
521CI	327	597
521CI	332	1361
521CI	333	1240
521CI	521CI	17553
521CI	523	1257
325	321	842
325	325	46063
325	327	2390
325	332	2468
325	333	1038
325	521CI	427
325	523	1
327	321	436
327	325	914
327	327	5576
327	332	992
327	333	826
327	521CI	47
327	523	28
321	321	6798
321	325	47
321	327	325
321	332	457
321	333	339
321	521CI	17
321	523	2
332	321	1654
332	325	3571
332	327	552
332	332	12049
332	333	10326
332	521CI	40
332	523	6
333	321	197
333	325	1041
333	327	218
333	332	1480
333	333	8676
333	521CI	677
333	523	60
