dl n=6 format = edgelist1
labels embedded
data:
		
42	326	8946
42	332	9283
42	333	13889
42	334	22485
42	3364OT	4484
42	42	18342
332	326	4793
332	332	21738
332	333	19113
332	334	14483
332	3364OT	6207
332	42	1082
3364OT	326	NA
3364OT	332	6
3364OT	333	84
3364OT	334	NA
3364OT	3364OT	25950
3364OT	42	26
326	326	11721
326	332	2094
326	333	6178
326	334	5889
326	3364OT	2551
326	42	4568
334	326	1121
334	332	1942
334	333	5618
334	334	116196
334	3364OT	9682
334	42	3067
333	326	1818
333	332	2824
333	333	23454
333	334	1050
333	3364OT	2536
333	42	1024
