dl n=6 format = edgelist1
labels embedded
data:
		
327	212	198
327	325	696
327	327	5164
327	331	656
327	3364OT	326
327	514	1
212	212	3935
212	325	2235
212	327	2484
212	331	9584
212	3364OT	54
212	514	0
325	212	641
325	325	30498
325	327	1615
325	331	2828
325	3364OT	441
325	514	8
3364OT	212	6
3364OT	325	NA
3364OT	327	NA
3364OT	331	6
3364OT	3364OT	12066
3364OT	514	NA
331	212	349
331	325	1695
331	327	417
331	331	29699
331	3364OT	3873
331	514	0
514	212	50
514	325	28
514	327	46
514	331	96
514	3364OT	268
514	514	554
