dl n=6 format = edgelist1
labels embedded
data:
		
524	211	152
524	324	173
524	3361MV	585
524	487OS	291
524	524	92332
524	81	1144
324	211	551
324	324	8418
324	3361MV	410
324	487OS	299
324	524	33
324	81	1187
211	211	3067
211	324	73898
211	3361MV	NA
211	487OS	NA
211	524	NA
211	81	NA
81	211	81
81	324	907
81	3361MV	10324
81	487OS	348
81	524	531
81	81	4840
3361MV	211	112
3361MV	324	44
3361MV	3361MV	77798
3361MV	487OS	98
3361MV	524	20
3361MV	81	8699
487OS	211	202
487OS	324	280
487OS	3361MV	95
487OS	487OS	4029
487OS	524	28
487OS	81	95
