dl n=6 format = edgelist1
labels embedded
data:
		
721	213	90
721	311FT	574
721	486	17
721	523	2281
721	524	884
721	721	250
311FT	213	NA
311FT	311FT	142348
311FT	486	NA
311FT	523	NA
311FT	524	NA
311FT	721	4017
213	213	658
213	311FT	NA
213	486	NA
213	523	NA
213	524	NA
213	721	NA
486	213	NA
486	311FT	NA
486	486	NA
486	523	NA
486	524	NA
486	721	NA
524	213	658
524	311FT	1147
524	486	186
524	523	8763
524	524	159633
524	721	673
523	213	2062
523	311FT	358
523	486	130
523	523	52770
523	524	2800
523	721	2948
