dl n=6 format = edgelist1
labels embedded
data:
		
42	326	7862
42	332	8581
42	333	11460
42	334	17982
42	3364OT	4619
42	42	14171
332	326	2058
332	332	16574
332	333	14733
332	334	10827
332	3364OT	6429
332	42	1079
3364OT	326	NA
3364OT	332	2
3364OT	333	23
3364OT	334	NA
3364OT	3364OT	25849
3364OT	42	39
326	326	8186
326	332	2259
326	333	4288
326	334	4721
326	3364OT	2650
326	42	2778
334	326	357
334	332	796
334	333	2100
334	334	77820
334	3364OT	10928
334	42	3951
333	326	1145
333	332	2083
333	333	14628
333	334	1047
333	3364OT	2643
333	42	1594
