dl n=6 format = edgelist1
labels embedded
data:
		
339	322	1
339	325	505
339	327	262
339	334	20
339	335	1094
339	339	6975
334	322	939
334	325	3104
334	327	992
334	334	145507
334	335	4050
334	339	2109
327	322	250
327	325	1867
327	327	16096
327	334	1541
327	335	1948
327	339	918
335	322	352
335	325	766
335	327	128
335	334	8282
335	335	9609
335	339	758
325	322	9342
325	325	113521
325	327	4217
325	334	8423
325	335	3220
325	339	5406
322	322	40939
322	325	6155
322	327	1964
322	334	3179
322	335	1358
322	339	2141
