dl n=6 format = edgelist1
labels embedded
data:
		
339	313TT	45
339	325	84
339	327	61
339	333	127
339	339	2491
339	483	47
483	313TT	77
483	325	370
483	327	155
483	333	68
483	339	48
483	483	12
313TT	313TT	12827
313TT	325	138
313TT	327	125
313TT	333	107
313TT	339	905
313TT	483	46
333	313TT	306
333	325	1044
333	327	277
333	333	6608
333	339	123
333	483	87
325	313TT	8253
325	325	34459
325	327	1900
325	333	959
325	339	1365
325	483	19
327	313TT	104
327	325	795
327	327	5410
327	333	555
327	339	299
327	483	6
