dl n=6 format = edgelist1
labels embedded
data:
		
333	333	41683
333	334	356
333	511	190
333	521CI	19
333	532RL	2074
333	5415	1250
334	333	10654
334	334	38738
334	511	3316
334	521CI	619
334	532RL	386
334	5415	6496
521CI	333	1543
521CI	334	699
521CI	511	1798
521CI	521CI	40562
521CI	532RL	24144
521CI	5415	2747
532RL	333	2144
532RL	334	913
532RL	511	2852
532RL	521CI	5687
532RL	532RL	7411
532RL	5415	2692
511	333	33
511	334	20
511	511	9211
511	521CI	354
511	532RL	614
511	5415	715
5415	333	1348
5415	334	397
5415	511	3618
5415	521CI	8215
5415	532RL	724
5415	5415	5239
