dl n=6 format = edgelist1
labels embedded
data:
		
42	326	1618
42	332	916
42	333	1584
42	334	5257
42	3364OT	35
42	42	15204
332	326	6385
332	332	26649
332	333	22709
332	334	16710
332	3364OT	8301
332	42	1141
3364OT	326	NA
3364OT	332	9
3364OT	333	117
3364OT	334	NA
3364OT	3364OT	37438
3364OT	42	24
326	326	14823
326	332	2455
326	333	7946
326	334	7082
326	3364OT	3502
326	42	5448
334	326	1541
334	332	2639
334	333	7422
334	334	141536
334	3364OT	12497
334	42	2910
333	326	2392
333	332	3639
333	333	29852
333	334	1168
333	3364OT	3471
333	42	867
