dl n=7 format = edgelist1
labels embedded
data:
		
327	212	117
327	325	838
327	327	5076
327	331	687
327	3364OT	371
327	5415	1
327	561	7
212	212	4595
212	325	2400
212	327	3119
212	331	7996
212	3364OT	93
212	5415	0
212	561	3
325	212	736
325	325	40300
325	327	2517
325	331	3563
325	3364OT	516
325	5415	25
325	561	812
3364OT	212	6
3364OT	325	NA
3364OT	327	NA
3364OT	331	4
3364OT	3364OT	16222
3364OT	5415	NA
3364OT	561	NA
331	212	153
331	325	1445
331	327	322
331	331	23546
331	3364OT	3257
331	5415	0
331	561	3
5415	212	35
5415	325	24
5415	327	32
5415	331	47
5415	3364OT	51
5415	5415	589
5415	561	23
561	212	122
561	325	731
561	327	188
561	331	225
561	3364OT	503
561	5415	78
561	561	2880
