dl n=5 format = edgelist1
labels embedded
data:
		
22	211	990
22	22	5678
22	324	1406
22	325	8211
22	486	2431
325	211	948
325	22	237
325	324	1747
325	325	89634
325	486	20
324	211	542
324	22	2845
324	324	5107
324	325	4079
324	486	80
486	211	1287
486	22	4562
486	324	11137
486	325	998
486	486	711
211	211	5587
211	22	21481
211	324	82092
211	325	4521
211	486	341
