dl n=6 format = edgelist1
labels embedded
data:
		
324	211	1463
324	212	2323
324	324	20909
324	42	3996
324	511	698
324	5412OP	1301
211	211	6422
211	212	NA
211	324	136958
211	42	NA
211	511	NA
211	5412OP	NA
42	211	932
42	212	1478
42	324	5925
42	42	6716
42	511	1221
42	5412OP	671
212	211	21
212	212	6967
212	324	467
212	42	18
212	511	3
212	5412OP	1
5412OP	211	1540
5412OP	212	339
5412OP	324	902
5412OP	42	8647
5412OP	511	1153
5412OP	5412OP	4517
511	211	24
511	212	18
511	324	9
511	42	252
511	511	558
511	5412OP	370
