dl n=5 format = edgelist1
labels embedded
data:
		
332	324	509
332	331	5731
332	332	36825
332	333	27142
332	562	1868
562	324	235
562	331	485
562	332	580
562	333	331
562	562	7810
333	324	137
333	331	1473
333	332	3405
333	333	33252
333	562	2496
324	324	22234
324	331	3102
324	332	1082
324	333	1780
324	562	1478
331	324	33
331	331	78544
331	332	65977
331	333	30874
331	562	298
