dl n=6 format = edgelist1
labels embedded
data:
		
327	212	220
327	325	908
327	327	5425
327	331	681
327	3364OT	481
327	514	1
212	212	6724
212	325	3173
212	327	3433
212	331	11542
212	3364OT	117
212	514	0
325	212	933
325	325	40134
325	327	2187
325	331	3817
325	3364OT	657
325	514	13
3364OT	212	8
3364OT	325	NA
3364OT	327	NA
3364OT	331	5
3364OT	3364OT	18181
3364OT	514	NA
331	212	367
331	325	2165
331	327	430
331	331	32879
331	3364OT	5351
331	514	1
514	212	76
514	325	95
514	327	51
514	331	109
514	3364OT	246
514	514	830
