dl n=6 format = edgelist1
labels embedded
data:
		
327	212	102
327	325	800
327	327	5004
327	331	450
327	3364OT	383
327	514	1
212	212	4696
212	325	2498
212	327	3361
212	331	7458
212	3364OT	113
212	514	1
325	212	681
325	325	36098
325	327	2579
325	331	3329
325	3364OT	529
325	514	17
3364OT	212	4
3364OT	325	NA
3364OT	327	NA
3364OT	331	2
3364OT	3364OT	11764
3364OT	514	NA
331	212	147
331	325	1865
331	327	389
331	331	23213
331	3364OT	3823
331	514	1
514	212	68
514	325	159
514	327	60
514	331	96
514	3364OT	83
514	514	1157
